make,price,body_type,type,mileage,gearbox,fuel_type,seller,engine_size,cylinders,fuel_consumption,empty_weight,model,location,age,power,owner
Peugeot,33355,Sedan,Pre-registered,3750.0,Automatic,Electric,Dealer,1600,4.0,5.358966177409062,1370.0,308,ES,1.0,224,first_owner
Peugeot,30690,Sedan,Demonstration,1999.0,Automatic,Diesel,Dealer,1499,4.0,3.7,1370.0,308,DE,1.0,131,first_owner
Peugeot,12490,Sedan,Used,139522.0,Manual,Diesel,Dealer,1997,4.0,3.2,1490.0,308,DE,6.0,150,other_owner
Peugeot,25490,Sedan,Used,38479.0,Automatic,Benzine,Dealer,1199,3.0,4.8,1400.0,508,ES,1.0,131,first_owner
Peugeot,23300,Sedan,Used,39095.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1165.0,208,ES,2.0,131,first_owner
Peugeot,31700,Sedan,Used,1650.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1370.0,308,BE,0.0,131,first_owner
Peugeot,17400,Sedan,Used,27922.0,Manual,Diesel,Dealer,1499,4.0,5.358966177409062,1370.0,308,ES,1.0,131,first_owner
Peugeot,31990,Sedan,Demonstration,5.0,Automatic,Diesel,Dealer,1499,4.0,3.5,1505.0,508,DE,1.0,131,first_owner
Peugeot,30000,Sedan,Pre-registered,1.0,Automatic,Diesel,Dealer,1499,4.0,4.5,1370.0,308,ES,0.0,131,first_owner
Peugeot,29000,Sedan,Used,31976.0,Automatic,Diesel,Dealer,1997,4.0,4.5,1605.0,508,ES,2.0,163,first_owner
Peugeot,25400,Sedan,Used,24916.0,Automatic,Benzine,Dealer,1598,4.0,6.4,1505.0,508,ES,2.0,177,first_owner
Peugeot,19990,Sedan,Used,88000.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1492.0,3008,BE,4.0,131,first_owner
Peugeot,44495,Sedan,Pre-registered,4.0,Automatic,Benzine,Dealer,1598,4.0,1.2,1370.0,308,ES,0.0,224,first_owner
Peugeot,17660,Sedan,Used,129000.0,Manual,Diesel,Dealer,1499,4.0,4.1,1492.0,3008,ES,3.0,131,other_owner
Peugeot,18590,Sedan,Used,104100.0,Manual,Diesel,Dealer,1499,4.0,3.8,1505.0,508,ES,3.0,131,other_owner
Peugeot,22450,Sedan,Used,2535.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1165.0,208,BE,0.0,101,first_owner
Peugeot,18990,Sedan,Used,13508.0,Manual,Benzine,Dealer,1199,4.0,4.3,1165.0,208,BE,3.0,101,first_owner
Peugeot,18690,Sedan,Used,46400.0,Manual,Diesel,Dealer,1499,4.0,5.358966177409062,1165.0,208,BE,2.0,101,first_owner
Peugeot,15790,Sedan,Used,61699.0,Automatic,Diesel,Dealer,1560,4.0,3.9,1505.0,508,ES,5.0,120,first_owner
Peugeot,7900,Sedan,Used,121432.0,Manual,Benzine,Dealer,1199,4.0,5.358966177409062,1165.0,208,ES,6.0,82,other_owner
Peugeot,26590,Sedan,Used,4567.0,Manual,Diesel,Dealer,1499,4.0,5.358966177409062,1370.0,308,BE,0.0,131,first_owner
Peugeot,11500,Sedan,Used,42611.0,Manual,Diesel,Dealer,4,4.0,5.358966177409062,1165.0,208,ES,3.0,99,first_owner
Peugeot,22890,Sedan,Used,42275.0,Automatic,Diesel,Dealer,1499,4.0,3.6,1255.0,308,DE,1.0,131,other_owner
Peugeot,29889,Sedan,Demonstration,8900.0,Automatic,Diesel,Dealer,1499,4.0,3.8,1394.0,308,DE,0.0,131,first_owner
Peugeot,26900,Sedan,Used,34015.0,Automatic,Diesel,Dealer,1500,4.0,4.7,1505.0,508,ES,1.0,131,other_owner
Peugeot,28990,Sedan,Used,9990.0,Automatic,Diesel,Dealer,1499,4.0,3.8,1495.0,508,DE,1.0,131,first_owner
Peugeot,12990,Sedan,Used,104382.0,Automatic,Benzine,Dealer,1199,4.0,5.1,1165.0,208,ES,3.0,110,first_owner
Peugeot,35950,Sedan,Demonstration,500.0,Automatic,Diesel,Dealer,1598,4.0,1.1,1775.0,308,DE,0.0,150,first_owner
Peugeot,12990,Sedan,Used,137752.0,Manual,Diesel,Dealer,1560,4.0,5.358966177409062,1505.0,508,ES,4.0,120,first_owner
Peugeot,5900,Sedan,Used,121000.0,Manual,Benzine,Dealer,1598,4.0,7.1,1389.0,308,DE,14.0,150,other_owner
Peugeot,29000,Sedan,Used,31976.0,Automatic,Diesel,Dealer,1997,4.0,5.358966177409062,1505.0,508,ES,2.0,163,first_owner
Peugeot,27990,Sedan,Demonstration,3990.0,Manual,Benzine,Dealer,1199,3.0,4.8,1419.0,308,DE,1.0,131,first_owner
Peugeot,14950,Sedan,Used,4122.0,Manual,Benzine,Dealer,1199,3.0,4.8,1119.0,208,BE,3.0,83,first_owner
Peugeot,12790,Sedan,Used,141839.0,Automatic,Diesel,Dealer,1997,4.0,3.3,1735.0,508,ES,10.0,200,first_owner
Peugeot,13490,Sedan,Used,50000.0,Manual,Benzine,Dealer,1598,4.0,5.8,1475.0,508,ES,5.0,165,first_owner
Peugeot,12500,Sedan,Used,122783.0,Manual,Diesel,Dealer,1560,4.0,3.6,1370.0,308,ES,6.0,120,first_owner
Peugeot,13390,Sedan,Used,75863.0,Manual,Diesel,Dealer,1560,4.0,3.6,1370.0,308,ES,5.0,120,first_owner
Peugeot,17290,Sedan,Used,81360.0,Manual,Benzine,Dealer,1598,4.0,5.4,1165.0,208,ES,5.0,208,first_owner
Peugeot,16490,Sedan,Used,48997.0,Automatic,Benzine,Dealer,1199,4.0,5.1,1165.0,208,BE,3.0,110,first_owner
Peugeot,22450,Sedan,Used,28097.0,Automatic,Benzine,Dealer,1199,3.0,4.3,1165.0,208,BE,2.0,101,first_owner
Peugeot,14290,Sedan,Used,44137.0,Manual,Benzine,Dealer,1199,4.0,5.3,1165.0,208,ES,1.0,99,first_owner
Peugeot,32889,Sedan,Demonstration,4900.0,Automatic,Benzine,Dealer,1199,3.0,4.9,1370.0,308,DE,0.0,131,first_owner
Peugeot,16890,Sedan,Used,155122.0,Manual,Diesel,Dealer,1499,4.0,3.8,1505.0,508,ES,3.0,131,first_owner
Peugeot,30700,Sedan,Used,13461.0,Automatic,Diesel,Dealer,1499,4.0,3.8,1420.0,508,ES,1.0,131,first_owner
Peugeot,12299,Sedan,Used,120170.0,Manual,Diesel,Dealer,1560,4.0,3.8,1485.0,508,ES,5.0,120,first_owner
Peugeot,30849,Sedan,Demonstration,9999.0,Automatic,Diesel,Dealer,1499,4.0,3.8,1370.0,308,DE,0.0,131,first_owner
Peugeot,29490,Sedan,Demonstration,1990.0,Automatic,Benzine,Dealer,1199,3.0,5.9,1479.0,308,DE,0.0,131,first_owner
Peugeot,34990,Sedan,Demonstration,9990.0,Automatic,Benzine,Dealer,1199,4.0,5.9,1370.0,308,DE,0.0,131,first_owner
Peugeot,18600,Sedan,Used,22500.0,Manual,Benzine,Dealer,1199,4.0,4.5,1370.0,308,DE,2.0,131,first_owner
Peugeot,26450,Sedan,Pre-registered,20.0,Automatic,Benzine,Dealer,1199,3.0,4.5,1233.0,208,DE,0.0,131,first_owner
Peugeot,20900,Sedan,Used,29967.0,Manual,Diesel,Dealer,1500,4.0,4.2,1165.0,208,ES,2.0,99,first_owner
Peugeot,36900,Sedan,Used,150.0,Automatic,Benzine,Dealer,4,4.0,5.358966177409062,1530.0,208,DE,0.0,136,first_owner
Peugeot,30990,Sedan,Pre-registered,50.0,Automatic,Benzine,Dealer,1199,3.0,5.358966177409062,1363.0,308,DE,0.0,131,first_owner
Peugeot,31480,Sedan,Used,5660.0,Automatic,Diesel,Dealer,1499,4.0,3.8,1436.0,308,DE,0.0,131,first_owner
Peugeot,33390,Sedan,Pre-registered,100.0,Automatic,Benzine,Dealer,1199,4.0,4.7,1370.0,308,DE,0.0,131,first_owner
Peugeot,10490,Sedan,Used,103124.0,Manual,Benzine,Dealer,1199,4.0,4.5,1165.0,208,ES,7.0,110,first_owner
Peugeot,15990,Sedan,Used,60000.0,Manual,Benzine,Dealer,1199,3.0,5.358966177409062,1055.0,208,DE,2.0,75,first_owner
Peugeot,25090,Sedan,Pre-registered,100.0,Manual,Benzine,Dealer,1199,4.0,4.3,1165.0,208,DE,0.0,101,first_owner
Peugeot,30690,Sedan,Pre-registered,100.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1165.0,208,DE,0.0,131,first_owner
Peugeot,35950,Sedan,Pre-registered,100.0,Automatic,Diesel,Dealer,1499,4.0,5.1,1436.0,308,DE,0.0,131,first_owner
Peugeot,11490,Sedan,Used,88665.0,Manual,Benzine,Dealer,1199,4.0,4.8,1165.0,208,ES,3.0,82,first_owner
Peugeot,8090,Sedan,Used,56410.0,Manual,Benzine,Dealer,1199,3.0,5.358966177409062,1150.0,308,DE,8.0,82,first_owner
Peugeot,27588,Sedan,Employee's car,429.0,Automatic,Benzine,Dealer,1199,3.0,4.5,1233.0,208,DE,0.0,131,first_owner
Peugeot,14490,Sedan,Used,70000.0,Manual,Benzine,Dealer,1199,4.0,4.8,1370.0,308,BE,4.0,110,first_owner
Peugeot,13400,Sedan,Used,63000.0,Manual,Benzine,Dealer,1598,4.0,5.8,1475.0,508,ES,5.0,165,other_owner
Peugeot,9490,Sedan,Used,55233.0,Manual,Benzine,Dealer,1199,4.0,4.7,1165.0,208,ES,5.0,68,other_owner
Peugeot,14400,Sedan,Used,57131.0,Manual,Benzine,Dealer,1199,4.0,4.1,1165.0,208,ES,1.0,99,first_owner
Peugeot,10700,Sedan,Used,85000.0,Manual,Diesel,Dealer,1560,4.0,3.6,1340.0,308,BE,7.0,92,first_owner
Peugeot,16450,Sedan,Used,69380.0,Automatic,Benzine,Dealer,1199,3.0,4.5,1305.0,308,BE,5.0,131,first_owner
Peugeot,11990,Sedan,Used,88000.0,Manual,Benzine,Dealer,1199,3.0,4.3,1135.0,208,BE,5.0,110,first_owner
Peugeot,14990,Sedan,Used,20715.0,Manual,Benzine,Dealer,1199,4.0,4.1,1165.0,208,DE,2.0,75,other_owner
Peugeot,46790,Sedan,Pre-registered,100.0,Automatic,Benzine,Dealer,1199,4.0,4.8,1505.0,508,DE,0.0,131,first_owner
Peugeot,32000,Sedan,Used,20340.0,Automatic,Benzine,Dealer,4,4.0,5.358966177409062,1165.0,208,DE,1.0,136,first_owner
Peugeot,14990,Sedan,Pre-registered,10.0,Manual,Benzine,Dealer,1199,4.0,5.3,1165.0,208,ES,0.0,99,first_owner
Peugeot,6950,Sedan,Used,128000.0,Manual,Diesel,Dealer,1560,4.0,5.358966177409062,1505.0,508,BE,10.0,111,other_owner
Peugeot,20990,Sedan,Used,14355.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1165.0,208,BE,2.0,101,first_owner
Peugeot,14490,Sedan,Used,110000.0,Automatic,Benzine,Dealer,1199,3.0,5.2,1305.0,308,BE,4.0,131,first_owner
Peugeot,47900,Sedan,Used,24229.0,Automatic,Diesel,Dealer,1598,4.0,5.358966177409062,1505.0,508,IT,1.0,360,first_owner
Peugeot,7900,Sedan,Used,250000.0,Manual,Diesel,Dealer,1560,4.0,3.5,1235.0,308,IT,7.0,99,first_owner
Peugeot,62490,Sedan,Used,7000.0,Automatic,Diesel,Dealer,1598,4.0,5.358966177409062,1505.0,508,FR,1.0,131,first_owner
Peugeot,12600,Sedan,Used,115017.0,Manual,Diesel,Dealer,1997,4.0,4.1,1500.0,508,FR,5.0,150,first_owner
Peugeot,15700,Sedan,Used,147000.0,Automatic,Diesel,Dealer,1560,4.0,5.358966177409062,1485.0,508,ES,6.0,120,first_owner
Peugeot,8500,Sedan,Used,79000.0,Manual,Diesel,Dealer,1499,4.0,3.7,1280.0,308,FR,1.0,102,first_owner
Peugeot,9800,Sedan,Used,169000.0,Automatic,Diesel,Dealer,1560,4.0,4.2,1505.0,508,ES,11.0,111,first_owner
Peugeot,24500,Sedan,Used,48757.0,Manual,Benzine,Dealer,4,4.0,5.358966177409062,1370.0,308,ES,3.0,264,other_owner
Peugeot,5990,Sedan,Used,232000.0,Manual,Diesel,Dealer,1600,4.0,5.358966177409062,1165.0,208,ES,6.0,75,first_owner
Peugeot,24990,Sedan,Used,63377.0,Automatic,Diesel,Dealer,1997,4.0,4.5,1605.0,508,DE,3.0,163,first_owner
Peugeot,27900,Sedan,Used,5.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1165.0,208,FR,0.0,82,first_owner
Peugeot,17900,Sedan,Used,42743.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1370.0,308,IT,2.0,131,first_owner
Peugeot,19890,Sedan,Used,7371.0,Automatic,Benzine,Dealer,1199,3.0,4.3,1165.0,208,IT,1.0,101,first_owner
Peugeot,8950,Sedan,Used,97000.0,Manual,Benzine,Dealer,1598,4.0,6.9,1370.0,308,DE,11.0,200,other_owner
Peugeot,25680,Sedan,Used,5000.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1370.0,308,FR,0.0,131,first_owner
Peugeot,24300,Sedan,Pre-registered,1.0,Manual,Diesel,Dealer,1499,4.0,3.4,1165.0,208,IT,0.0,102,first_owner
Peugeot,40499,Sedan,Demonstration,10.0,Automatic,Benzine,Dealer,1590,4.0,5.358966177409062,1505.0,508,BE,1.0,226,first_owner
Peugeot,25900,Sedan,Pre-registered,3253.0,Manual,Benzine,Dealer,1199,4.0,5.358966177409062,1370.0,308,ES,0.0,131,first_owner
Peugeot,28500,Sedan,Used,39610.0,Automatic,Diesel,Dealer,1997,4.0,4.5,1505.0,508,IT,3.0,163,first_owner
Peugeot,23400,Sedan,Used,80000.0,Automatic,Benzine,Dealer,1598,4.0,5.7,1279.0,308,IT,3.0,224,first_owner
Peugeot,21500,Sedan,Used,55123.0,Manual,Benzine,Dealer,4,4.0,5.358966177409062,1370.0,308,ES,5.0,271,first_owner
Peugeot,15750,Sedan,Used,137712.0,Automatic,Benzine,Dealer,1598,4.0,5.6,1385.0,508,NL,6.0,165,first_owner
Peugeot,36998,Sedan,Used,10.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1370.0,308,FR,0.0,131,first_owner
Peugeot,25790,Sedan,Used,9261.0,Manual,Benzine,Dealer,1598,4.0,5.358966177409062,1370.0,308,AT,4.0,272,first_owner
Peugeot,17490,Sedan,Used,90000.0,Manual,Diesel,Dealer,1499,4.0,3.7,1180.0,308,FR,3.0,131,first_owner
Peugeot,42500,Sedan,Employee's car,2170.0,Automatic,Benzine,Dealer,1598,4.0,5.358966177409062,1708.0,308,IT,1.0,179,first_owner
Peugeot,38250,Sedan,Used,32642.0,Automatic,Diesel,Dealer,1600,4.0,5.358966177409062,1505.0,508,BE,2.0,224,first_owner
Peugeot,11990,Sedan,Used,113852.0,Manual,Diesel,Dealer,1560,4.0,3.6,1160.0,308,FR,6.0,99,first_owner
Peugeot,7950,Sedan,Used,94046.0,Manual,Diesel,Dealer,1398,4.0,5.358966177409062,1165.0,208,BE,10.0,68,first_owner
Peugeot,26500,Sedan,Used,28370.0,Automatic,Diesel,Dealer,1499,4.0,3.8,1420.0,508,ES,1.0,131,first_owner
Peugeot,27990,Sedan,Used,23810.0,Automatic,Diesel,Dealer,1997,4.0,5.358966177409062,1505.0,508,FR,4.0,131,first_owner
Peugeot,9990,Sedan,Used,121073.0,Manual,Benzine,Dealer,1199,4.0,4.5,1165.0,208,ES,7.0,110,first_owner
Peugeot,18280,Sedan,Used,60267.0,Automatic,Diesel,Dealer,1997,4.0,5.358966177409062,1505.0,508,FR,5.0,184,first_owner
Peugeot,18900,Sedan,Used,71880.0,Manual,Diesel,Dealer,1500,4.0,4.6,1370.0,308,ES,2.0,131,first_owner
Peugeot,32650,Sedan,Used,7093.0,Automatic,Diesel,Dealer,4,4.0,5.4,1505.0,508,IT,3.0,177,first_owner
Peugeot,22950,Sedan,Used,35105.0,Manual,Benzine,Dealer,1199,4.0,5.358966177409062,1492.0,3008,BE,3.0,131,first_owner
Peugeot,14150,Sedan,Used,124838.0,Automatic,Benzine,Dealer,1598,4.0,5.6,1385.0,508,NL,7.0,165,other_owner
Peugeot,19800,Sedan,Used,14000.0,Manual,Benzine,Dealer,1199,3.0,4.6,1164.0,308,IT,3.0,131,first_owner
Peugeot,16500,Sedan,Used,74500.0,Automatic,Diesel,Dealer,1560,4.0,3.9,1275.0,308,IT,4.0,120,first_owner
Peugeot,19990,Sedan,Used,22571.0,Manual,Diesel,Dealer,1499,4.0,3.7,1395.0,308,IT,2.0,131,first_owner
Peugeot,39900,Sedan,Pre-registered,2.0,Automatic,Diesel,Dealer,1598,4.0,1.4,1720.0,508,ES,0.0,224,first_owner
Peugeot,12690,Sedan,Used,106000.0,Automatic,Benzine,Dealer,1199,3.0,4.9,1150.0,308,FR,7.0,131,other_owner
Peugeot,3790,Sedan,Used,200200.0,Manual,Diesel,Dealer,1560,4.0,4.7,1322.0,308,FR,14.0,109,other_owner
Peugeot,9990,Sedan,Used,90027.0,Manual,Benzine,Dealer,1199,4.0,5.358966177409062,1165.0,208,FR,6.0,82,first_owner
Peugeot,12490,Sedan,Used,75893.0,Manual,Diesel,Dealer,1499,4.0,3.4,1280.0,308,IT,4.0,102,first_owner
Peugeot,24440,Sedan,Used,22000.0,Manual,Benzine,Dealer,1199,4.0,4.5,1370.0,308,DE,1.0,131,first_owner
Peugeot,25990,Sedan,Used,22270.0,Automatic,Diesel,Dealer,1499,4.0,3.8,1420.0,508,ES,1.0,131,first_owner
Peugeot,12990,Sedan,Used,120979.0,Automatic,Diesel,Dealer,1560,4.0,3.8,1505.0,508,FR,5.0,120,first_owner
Peugeot,12990,Sedan,Used,151673.0,Automatic,Diesel,Dealer,1997,4.0,5.358966177409062,1505.0,508,FR,6.0,131,first_owner
Peugeot,9490,Sedan,Used,118000.0,Manual,Diesel,Dealer,1560,4.0,3.5,1150.0,208,IT,5.0,99,first_owner
Peugeot,26490,Sedan,Used,29000.0,Automatic,Diesel,Dealer,1499,4.0,3.7,1420.0,508,ES,1.0,131,first_owner
Peugeot,19990,Sedan,Used,2.0,Manual,Diesel,Dealer,1499,4.0,3.3,1165.0,208,IT,0.0,102,first_owner
Peugeot,43700,Sedan,Used,9500.0,Automatic,Diesel,Dealer,1598,4.0,5.358966177409062,1370.0,308,FR,0.0,131,first_owner
Peugeot,23500,Sedan,Used,45356.0,Manual,Diesel,Dealer,1499,4.0,5.358966177409062,1492.0,3008,ES,3.0,131,first_owner
Peugeot,8690,Sedan,Used,90704.0,Manual,Benzine,Dealer,999,4.0,5.358966177409062,1165.0,208,FR,7.0,82,other_owner
Peugeot,25999,Sedan,Used,29986.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1505.0,508,ES,1.0,131,first_owner
Peugeot,24572,Sedan,Used,26176.0,Automatic,Benzine,Dealer,1600,4.0,5.358966177409062,1505.0,508,ES,3.0,181,first_owner
Peugeot,36890,Sedan,Used,41156.0,Automatic,Diesel,Dealer,1598,4.0,5.358966177409062,1505.0,508,FR,2.0,131,first_owner
Peugeot,54490,Sedan,Demonstration,9500.0,Automatic,Diesel,Dealer,1598,4.0,5.358966177409062,1745.0,508,AT,1.0,200,first_owner
Peugeot,37980,Sedan,Used,11000.0,Automatic,Diesel,Dealer,1598,4.0,1.5,1720.0,508,AT,2.0,181,first_owner
Peugeot,26888,Sedan,Used,32400.0,Manual,Benzine,Dealer,1598,4.0,5.358966177409062,1370.0,308,DE,3.0,272,other_owner
Peugeot,27990,Sedan,Used,43466.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1505.0,508,FR,2.0,131,first_owner
Peugeot,9990,Sedan,Used,91000.0,Automatic,Diesel,Dealer,1560,4.0,5.358966177409062,1205.0,308,FR,10.0,111,first_owner
Peugeot,15500,Sedan,Used,104358.0,Manual,Diesel,Dealer,1500,4.0,3.7,1370.0,308,ES,4.0,131,first_owner
Peugeot,20688,Sedan,Used,89357.0,Automatic,Diesel,Dealer,1997,4.0,5.358966177409062,1505.0,508,FR,5.0,179,first_owner
Peugeot,21500,Sedan,Used,36567.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1165.0,208,ES,2.0,131,first_owner
Peugeot,21400,Sedan,Used,63992.0,Automatic,Benzine,Dealer,1199,3.0,5.358966177409062,1505.0,508,ES,1.0,131,first_owner
Peugeot,10960,Sedan,Used,75093.0,Automatic,Benzine,Dealer,1199,3.0,4.5,1165.0,208,IT,6.0,110,first_owner
Peugeot,27490,Sedan,Used,22500.0,Manual,Benzine,Dealer,1598,4.0,5.358966177409062,1370.0,308,FR,4.0,272,other_owner
Peugeot,12950,Sedan,Used,64450.0,Manual,Diesel,Dealer,1560,4.0,5.358966177409062,1165.0,208,BE,5.0,75,first_owner
Peugeot,32900,Sedan,Demonstration,1.0,Automatic,Diesel,Dealer,4,4.0,5.358966177409062,1678.0,308,IT,0.0,110,first_owner
Peugeot,8250,Sedan,Used,235000.0,Automatic,Diesel,Private seller,1997,4.0,3.6,1635.0,508,NL,10.0,200,first_owner
Peugeot,23900,Sedan,Employee's car,2000.0,Manual,Diesel,Dealer,1499,4.0,3.4,1165.0,208,IT,0.0,102,first_owner
Peugeot,11490,Sedan,Used,134394.0,Manual,Diesel,Dealer,4,4.0,5.358966177409062,1370.0,308,ES,5.0,120,first_owner
Peugeot,31990,Sedan,Used,18000.0,Automatic,Diesel,Dealer,1598,4.0,1.2,1370.0,308,ES,0.0,224,first_owner
Peugeot,25990,Sedan,Pre-registered,1.0,Manual,Benzine,Dealer,1199,3.0,5.358966177409062,1408.0,308,IT,0.0,131,first_owner
Peugeot,17990,Sedan,Used,2.0,Manual,Diesel,Dealer,1499,4.0,3.3,1165.0,208,IT,0.0,102,first_owner
Peugeot,31899,Sedan,Used,7600.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1370.0,308,FR,1.0,133,first_owner
Peugeot,25400,Sedan,Used,37281.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1492.0,3008,ES,3.0,131,other_owner
Peugeot,25800,Sedan,Used,49036.0,Manual,Diesel,Dealer,1499,4.0,3.5,1505.0,508,IT,3.0,131,other_owner
Peugeot,15900,Sedan,Used,68131.0,Manual,Benzine,Dealer,1199,4.0,5.358966177409062,1370.0,308,ES,1.0,110,first_owner
Peugeot,8950,Sedan,Used,136814.0,Manual,Diesel,Dealer,1997,4.0,4.6,1405.0,508,NL,10.0,140,first_owner
Peugeot,11290,Sedan,Used,38220.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1165.0,208,BE,7.0,82,other_owner
Peugeot,17990,Sedan,Used,30153.0,Manual,Diesel,Dealer,1499,4.0,3.7,1395.0,308,IT,2.0,131,first_owner
Peugeot,22500,Sedan,Used,99338.0,Manual,Diesel,Dealer,1499,4.0,5.358966177409062,1492.0,3008,ES,3.0,131,other_owner
Peugeot,21990,Sedan,Used,11803.0,Manual,Diesel,Dealer,1499,4.0,3.2,1165.0,208,IT,1.0,101,first_owner
Peugeot,6800,Sedan,Used,106011.0,Manual,Diesel,Dealer,1398,4.0,3.8,1165.0,208,ES,10.0,68,first_owner
Peugeot,35998,Sedan,Used,2500.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1370.0,308,FR,0.0,131,first_owner
Peugeot,24999,Sedan,Used,10.0,Automatic,Electric,Dealer,4,4.0,5.358966177409062,1165.0,208,FR,2.0,82,first_owner
Peugeot,23990,Sedan,Used,48703.0,Automatic,Benzine,Dealer,1598,4.0,5.358966177409062,1505.0,508,FR,3.0,179,other_owner
Peugeot,18400,Sedan,Used,69000.0,Automatic,Diesel,Dealer,1499,4.0,3.6,1395.0,308,IT,3.0,131,other_owner
Peugeot,9990,Sedan,Used,72000.0,Manual,Diesel,Dealer,1560,4.0,3.5,1150.0,208,IT,5.0,75,first_owner
Peugeot,7800,Sedan,Used,118000.0,Manual,Diesel,Dealer,1398,4.0,3.8,1125.0,208,IT,10.0,68,first_owner
Peugeot,32900,Sedan,Used,9500.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1370.0,308,IT,1.0,131,first_owner
Peugeot,25990,Sedan,Used,93734.0,Automatic,Diesel,Dealer,1997,4.0,5.358966177409062,1505.0,508,FR,3.0,131,other_owner
Peugeot,26990,Sedan,Used,2.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1233.0,208,AT,1.0,131,first_owner
Peugeot,54890,Sedan,Used,10214.0,Automatic,Diesel,Dealer,1598,4.0,5.358966177409062,1505.0,508,FR,1.0,131,first_owner
Peugeot,15950,Sedan,Used,64023.0,Manual,Diesel,Dealer,1560,4.0,5.358966177409062,1485.0,508,ES,6.0,120,first_owner
Peugeot,42250,Sedan,Used,9999.0,Automatic,Diesel,Dealer,1600,4.0,1.8,1370.0,308,BE,0.0,179,first_owner
Peugeot,56900,Sedan,Used,5040.0,Automatic,Diesel,Dealer,1598,4.0,5.358966177409062,1505.0,508,FR,1.0,131,first_owner
Peugeot,24990,Sedan,Used,63481.0,Automatic,Diesel,Dealer,1499,4.0,3.8,1420.0,508,ES,3.0,131,other_owner
Peugeot,26990,Sedan,Used,2.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1165.0,208,FR,0.0,82,first_owner
Peugeot,36300,Sedan,Pre-registered,100.0,Automatic,Diesel,Dealer,1598,4.0,1.4,1505.0,508,IT,2.0,181,first_owner
Peugeot,13499,Sedan,Used,139742.0,Manual,Diesel,Dealer,1560,4.0,5.358966177409062,1370.0,308,BE,5.0,116,first_owner
Peugeot,11850,Sedan,Used,51303.0,Manual,Diesel,Dealer,1560,4.0,5.358966177409062,1165.0,208,DE,8.0,114,first_owner
Peugeot,15990,Sedan,Used,71690.0,Manual,Diesel,Dealer,4,4.0,5.358966177409062,1370.0,308,ES,4.0,101,other_owner
Peugeot,25590,Sedan,Used,43661.0,Automatic,Diesel,Dealer,1997,4.0,5.358966177409062,1370.0,308,FR,4.0,131,other_owner
Peugeot,11999,Sedan,Used,53000.0,Manual,Diesel,Dealer,1560,4.0,3.5,1150.0,208,IT,4.0,75,other_owner
Peugeot,17280,Sedan,Used,10.0,Manual,Diesel,Dealer,1499,4.0,5.358966177409062,1165.0,208,FR,1.0,103,first_owner
Peugeot,16200,Sedan,Used,66800.0,Manual,Diesel,Dealer,1499,4.0,3.7,1370.0,308,IT,4.0,131,other_owner
Peugeot,31990,Sedan,Demonstration,10.0,Automatic,Diesel,Dealer,1499,4.0,4.7,1370.0,308,DE,0.0,131,first_owner
Peugeot,32900,Sedan,Used,9500.0,Automatic,Diesel,Dealer,1499,4.0,5.358966177409062,1370.0,308,IT,1.0,131,first_owner
Peugeot,16900,Sedan,Used,118146.0,Manual,Diesel,Dealer,1499,4.0,3.7,1370.0,308,IT,4.0,131,other_owner
Peugeot,27900,Sedan,Used,70000.0,Automatic,Diesel,Dealer,1997,4.0,5.358966177409062,1505.0,508,FR,3.0,131,other_owner
Peugeot,26990,Sedan,Used,100.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1233.0,208,AT,1.0,131,first_owner
Peugeot,14800,Sedan,Used,56000.0,Manual,Benzine,Private seller,1199,3.0,4.6,1165.0,308,DE,4.0,131,first_owner
Peugeot,27900,Sedan,Used,28840.0,Automatic,Diesel,Dealer,1997,4.0,5.358966177409062,1505.0,508,ES,2.0,163,first_owner
Peugeot,7890,Sedan,Used,98000.0,Manual,Diesel,Dealer,1398,4.0,3.8,1125.0,208,IT,8.0,68,first_owner
Peugeot,28280,Sedan,Used,26890.0,Automatic,Diesel,Dealer,1997,4.0,5.358966177409062,1370.0,308,FR,3.0,182,other_owner
Peugeot,26990,Sedan,Used,100.0,Automatic,Benzine,Dealer,1199,4.0,5.358966177409062,1233.0,208,AT,1.0,131,first_owner
